topic,argument,summary,stance,ibm_pro_deb_qs
abortion,It should be everyone's right to have an abortion because people should have the right to self determination when no other moral agent will be harmed by such actions.,Abortion is a womans right.,1,0.9396123290061951
abortion,"If a 12 year old girl is raped and gets pregnant, do you really want that girl who isn't even a teenager yet to give birth? It is completely the girls choice.",Abortion is a womans right.,1,0.7145677208900452
abortion,"Sure a fetus could be a person, but the mother is already a person and her wants and needs outweigh a possible person.",Abortion is a womans right.,1,0.6356227397918701
abortion,". People should be given the choice to abort their babies, and whether that is morally right or wrong is then their choice, which it should be; we determine what right and wrong is anyway so everyone should be able to make their own choice.",Abortion is a womans right.,1,0.6359207034111023
abortion,I am pro-choice because i don't think it is just to force someone into those statistics.,Abortion is a womans right.,1,0.5509213805198669
abortion,A young mother that is duped and lied to by some swaggering Lothario that walks out and leaves her with the child.,Abortion is a womans right.,1,0.4734974503517151
abortion,The bodily autonomy of the woman  is  infringed upon  if  she doesn't want the fetus to continue using her as a host and she is forbidden from seeking an abortion.,Abortion is a womans right.,1,0.889227569103241
abortion,"don't care what gender you are, what I do with my body is none of your business.",Abortion is a womans right.,1,0.5211976170539856
abortion,regardless of the consequence the decision is still the ONE person's. Which is the woman deciding to have/not have the abortion.,Abortion is a womans right.,1,0.6970462203025818
abortion,the fetus is simply a part of the mother's body and she can have an abortion because it is her human rights.,Abortion is a womans right.,1,0.8436402082443237
abortion,"It's about freedom - a woman's freedom to control her own body, and a couple's freedom to decide when is a good time to bring a child into the world.",Abortion is a womans right.,1,0.8426633477210999
abortion,shit happens..it's your choice,Abortion is a womans right.,1,0.32071617245674133
abortion,Some say the life inside the woman is not hers. Life is sacred. Therefore she has no right to abort it.  But the life is inside her body.,Abortion is a womans right.,1,0.6512991786003113
abortion,Abortion is fine if a woman does not want to keep the baby. It's her body. She is the one experiencing the pregnancy.,Abortion is a womans right.,1,0.8177794814109802
abortion,"If the mother wants an abortion bad enough she shall get the fetus out any way possible, but if it were illegal she would be going into dark alleys to get it done.",Abortion is a womans right.,1,0.7639442086219788
abortion,"She has control of HER body, not the fetuses.",Abortion is a womans right.,1,0.6886842846870422
abortion,She has a right to stop their use.,Abortion is a womans right.,1,0.6354753971099854
abortion,The right to bodily sovereignty should be absolute. What right is more basic that control over our own body.,Abortion is a womans right.,1,0.6656754016876221
abortion,Bottom line is; its the peoples choice not the governments.,Abortion is a womans right.,1,0.47608622908592224
abortion,"it should be entirely the mother's choice, not society's.",Abortion is a womans right.,1,0.6667097806930542
abortion,"Abortion is the woman's right, as much has I disagree with it.",Abortion is a womans right.,1,0.6048028469085693
abortion,I don't think any situation should dictate whether a Mother decides to proceed with a pregnancy. It's how the mother (or doctor)  perceives  the circumstance of her pregnancy. If she feels the unborn child would have a negative life or her life would be impacted seriously (not superficially) then she has the right to terminate her pregnancy.,Abortion is a womans right.,1,0.8536250591278076
abortion,It is a choice of those women who cannot take responsibility for children because of some reasons.,Abortion is a womans right.,1,0.7832772135734558
abortion,It is a choice.,Abortion is a womans right.,1,0.5072672963142395
abortion,"But if woman decided not to have a child, it is not wrong.",Abortion is a womans right.,1,0.513124942779541
abortion,"i believe people should have the choice to do it or not, i may not agree with it in many cases, but my beliefs and morals shouldn't effect someone else's, as i may not know the full story.",Abortion is a womans right.,1,0.6900376677513123
abortion,"""Back alley"" abortions would increase if it were made illegal, leading to increased risk of young women dying or becoming sterile.",Abortion is a womans right.,1,0.9088966250419617
abortion,You can't just take away her right to choose because  you  think it is wrong.,Abortion is a womans right.,1,0.6579181551933289
abortion,"It is the woman's body, therefore it should be her choice",Abortion is a womans right.,1,0.7557037472724915
abortion,"If abortion was illegal, illegal abortions would be extremely dangerous.",Abortion is a womans right.,1,0.8854876160621643
abortion,"However, I do believe it should be the woman's choice since the fetus is not born yet.",Abortion is a womans right.,1,0.535994291305542
abortion,It really is the mother's decision.,Abortion is a womans right.,1,0.5350744128227234
abortion,"With this being true, how can you deny the victim/mother-to-be the right to make choices concerning her own body if it is not her fault in the first place?",Abortion is a womans right.,1,0.7063016295433044
abortion,it's the woman's decision,Abortion is a womans right.,1,0.5461821556091309
abortion,I believe woman have the right to abortion,Abortion is a womans right.,1,0.5560590028762817
abortion,"The issue of abortion is not properly about the fetus (unless you are arguing about the 3rd trimester, which no one is), it is properly about the rights of the mother since she is the only person who has any justified claim to sovereignty of her body.",Abortion is a womans right.,1,0.7644659876823425
abortion,abortion should be a womans choice.,Abortion is a womans right.,1,0.8239356279373169
abortion,"Stop trying to take away people's freedom of choice, while simultaneously waving a flag and screaming freedom. Sometimes freedom is ugly and not what you want to see... so deal with it.",Abortion is a womans right.,1,0.5723837614059448
abortion,"If you do not wish to bear a child for 9 months and give birth to it and be responsible for it, then you should have every right to terminate the pregnancy",Abortion is a womans right.,1,0.8601690530776978
abortion,"Therefore, taking a woman's right to choice is wrong regardless what a church or the government suggests.",Abortion is a womans right.,1,0.8368337154388428
abortion,If abortion is outlawed women will be forced to go to back-alley abortion clinics,Abortion is a womans right.,1,0.8263277411460876
abortion,A woman should be able to control her own body,Abortion is a womans right.,1,0.7258409857749939
abortion,"However, I think that under any circumstance, a woman should be able to abort her own baby. A woman has her right to her body, it is going to be her pain and her blood and tears going into this young's life. If a woman strongly believes that she isn't prepared for parenthood then she has the right to her own body.   It is also the right to her mind.",Abortion is a womans right.,1,0.7331772446632385
abortion,"So instead of a legal procedure, being conducted in a safe environment, we're going to end up with a bunch of illegal abortions, in unsafe and unregulated environments.",Abortion is a womans right.,1,0.848058819770813
abortion,Does she not have the right to disconnect it if she feels she is not up to going through with it?,Abortion is a womans right.,1,0.601377546787262
abortion,A women has a right to not have her body used by someone else.,Abortion is a womans right.,1,0.7349263429641724
abortion,"But if at the time, she really didn't want to have me, then I say it's her choice.",Abortion is a womans right.,1,0.43284177780151367
abortion,"Abortion rates does not change massively when it is outlawed, all that happens is they do it illegally and unsafely.",Abortion is a womans right.,1,0.8268131613731384
abortion,It is a woman's choice wither or not to have a baby.,Abortion is a womans right.,1,0.7746081948280334
abortion,Why would you impose upon women the inability to remove foetuses that aren't individuals?,Abortion is a womans right.,1,0.6469030976295471
abortion,But people should have the right to make the choices that affect their life.,Abortion is a womans right.,1,0.8013656139373779
abortion,People should have the choice to keep their baby or not.,Abortion is a womans right.,1,0.7735660672187805
abortion,"if woman became pregnant accidentally, she should go through with that pregnancy  just  to hand it over to someone else?",Abortion is a womans right.,1,0.5627421736717224
abortion,human beings are given the right to kill others.,Abortion is a womans right.,1,0.687952995300293
abortion,"I wouldn't want the burden of raising a child I can't raise, and I wouldn't want anyone to force me or anyone else to",Abortion is a womans right.,1,0.7118560671806335
abortion,I think abortion is an option that should always be kept open.,Abortion is a womans right.,1,0.5135484933853149
abortion,"that still wouldn't be an arument for outlawing abortion since that requires declaring that the mother has no legal right to control over her own body. That it is superceded by another ""person's"" right to use her body for their own preservation.",Abortion is a womans right.,1,0.8087034225463867
abortion,"What is more important is that abortion is the choice of the woman, because she has the child.",Abortion is a womans right.,1,0.7440499067306519
abortion,"A fetus is like a parasite, should a mother have no choice?",Abortion is a womans right.,1,0.5878978967666626
abortion,"Making abortions illegal  has  been shown to force rape victims and young girls, many of whom are practically babies themselves, to seek dangerous means for having an abortion, resulting in more deaths.",Abortion is a womans right.,1,0.9705485105514526
abortion,Why should it matter to you if a person does that? That's awfully nosey and judgmental.,Abortion is a womans right.,1,0.6387954354286194
abortion,"if women want an abortion they should be allowed,it's their baby",Abortion is a womans right.,1,0.7535685896873474
abortion,The mother has a choice because: 1) Pregnancy is a pain in the ass 2) Childbirth is dangerous and 3) If she goes through with the pregnancy she will have a human being she will be obligated to care for.,Abortion is a womans right.,1,0.8402699828147888
abortion,", I still maintain that the mother's rights override the rights of the fetus. I would be ashamed to live in a country that forced unwilling mothers to incubate babies they didn't want, effectively reducing them to subhumans whose bodies were at the mercy of someone else's whims",Abortion is a womans right.,1,0.7071383595466614
abortion,"If a woman were to be forced to endure a pregnancy based on what someone else think she should do with her body, I am sure the mental toll would also be enormous.",Abortion is a womans right.,1,0.843315064907074
abortion,"When she is prevented from dealing with her body as she sees fit, her rights to her own body are being infringed upon.",Abortion is a womans right.,1,0.8760221600532532
abortion,If we take that girls right away to choose for herself girls will be choosing life because they were forced to not because they chose that it was the right thing to do.,Abortion is a womans right.,1,0.5008848309516907
abortion,you can be pro-life but also believe people have the right to choose.,Abortion is a womans right.,1,0.6533238887786865
abortion,it should be up to the mother or father to decide what they would like to do with their unborn child,Abortion is a womans right.,1,0.6842026710510254
abortion,it is also the mother's choice.,Abortion is a womans right.,1,0.5561688542366028
abortion,"A woman has rights to her own body, as do men to their own.",Abortion is a womans right.,1,0.8280611634254456
abortion,Women's rights to their very own bodies should not be violated because of less open minds.,Abortion is a womans right.,1,0.8300115466117859
abortion,"Women who don't want to or can't carry a child to term will be forced to go to back alley doctors to perform the abortion (or perhaps worse, try to do it themselves) and those unqualified doctors' abortions could lead to their own death in addition to the fetus'.",Abortion is a womans right.,1,0.8952853679656982
abortion,"But up until that point, I believe the mother has a right to terminate the pregnancy.",Abortion is a womans right.,1,0.6429306864738464
abortion,It definitely should be legal and be allowed for all women.  Everyone has the right on live.,Abortion is a womans right.,1,0.6832579374313354
abortion,women have the right to their own body and if a baby needs to be terminated then so be it.,Abortion is a womans right.,1,0.8648071885108948
abortion,Especially if the baby wasn't wanted or was a mistake.,Abortion is a womans right.,1,0.6044567823410034
abortion,people should be free to get abortions if they want to,Abortion is a womans right.,1,0.6994946002960205
abortion,It's a womans' rights issue because to be a part of a free society means having ownership and jurisprudence over your own body.,Abortion is a womans right.,1,0.8279072642326355
abortion,everybody should have the rights to decide on whether they want to keep a child or not.,Abortion is a womans right.,1,0.8882546424865723
abortion,parents should have the power to make the decision themselves and not face any legal hindrance of any form.,Abortion is a womans right.,1,0.9651718735694885
abortion,"a young couple having made a mistake,",Abortion is a womans right.,1,0.4958741068840027
abortion,Even discounting these things it's still a woman's choice,Abortion is a womans right.,1,0.5660125017166138
abortion,"If, according to an above poster, it is the woman's fault, then it of course is also the woman's choice.",Abortion is a womans right.,1,0.5294255614280701
abortion,What I do with my body doesn't affect the quality of their lives.,Abortion is a womans right.,1,0.7186424732208252
abortion,If a woman feels she isn't ready for a baby or doesn't have the means to take care of a baby or just doesn't wish to have a baby.,Abortion is a womans right.,1,0.7239444851875305
abortion,"abortion is still not murder and yes, it should be a right to women.",Abortion is a womans right.,1,0.6398059129714966
abortion,its ok to abort an unborn child because it is the parents decision to do so.,Abortion is a womans right.,1,0.7311224341392517
abortion,if a girl gets raped and becomes pregnant does she really want to carry that man's child?,Rape victims need it to be legal.,1,0.6407621502876282
abortion,"BUT, then the issue of rape comes into play.",Rape victims need it to be legal.,1,0.5547186136245728
abortion,When a woman has been raped and impregnated she doesn't deserve to have the choice?,Rape victims need it to be legal.,1,0.7378675937652588
abortion,Just imagine that a little girl was violenced by maniac and what must she do?,Rape victims need it to be legal.,1,0.36102262139320374
abortion,"So a thirteen year old girl gets raped, and you're saying that the govenrment have the right to force that girl to keep her unwanted baby?",Rape victims need it to be legal.,1,0.5018972754478455
abortion,what about those who are raped and unfortunate with a baby of that specific person.,Rape victims need it to be legal.,1,0.5133881568908691
abortion,It's simply being humane to rape-victims,Rape victims need it to be legal.,1,0.6176120638847351
abortion,I think if you get raped and you get pregnant.,Rape victims need it to be legal.,1,0.3415888547897339
abortion,"As for rape and incest, I don't know if I will ever believe that abortion shouldn't be allowed in those cases.",Rape victims need it to be legal.,1,0.698742151260376
abortion,where rape is a contributing factor to where I would support a woman’s decision if she where to not go through with the pregnancy.,Rape victims need it to be legal.,1,0.5909635424613953
abortion,"In the case of rape or incest, forcing a woman made pregnant by this violent act would cause further psychological harm to the victim.",Rape victims need it to be legal.,1,0.9056915640830994
abortion,What if the woman in question was a victim of rape or incest?,Rape victims need it to be legal.,1,0.6870731711387634
abortion,"If a woman had been raped and got pregnant as a result of that, she has all the right to abort if she wants to.",Rape victims need it to be legal.,1,0.8660844564437866
abortion,What happens if the mother is raped? Could you ask her to live with the offspring of a obviously demented rapist.,Rape victims need it to be legal.,1,0.6531362533569336
abortion,"I don't think raped women should be forced to have their babies, if they get pregnant.",Rape victims need it to be legal.,1,0.6010891199111938
abortion,"it was a rape child,",Rape victims need it to be legal.,1,0.6031596660614014
abortion,- the fetus is the result of a rape or incestuous encounter;,Rape victims need it to be legal.,1,0.4983404874801636
abortion,I only agree to abortion if the women was raped and then became pregnant,Rape victims need it to be legal.,1,0.46639207005500793
abortion,"For example, if the abortion is because of rape, incest, mother's life is in danger, then I completely understand the reason.",Rape victims need it to be legal.,1,0.6569410562515259
abortion,"sense therre ar diffrent situations such as "" accidents"" and ""rape"" abortion shouldnt be banned.",Rape victims need it to be legal.,1,0.5420747995376587
abortion,"I've yet to see anyone ask a pro-lifer this question; what if a fifteen year old girl is raped, impregnated, and still in school and her parents are unable to support the baby, while the rapist is never caught?",Rape victims need it to be legal.,1,0.5989885926246643
abortion,For example rape.,Rape victims need it to be legal.,1,0.5957684516906738
abortion,what about abortion for woman who get raped.,Rape victims need it to be legal.,1,0.4762576222419739
abortion,"but what if your raped, what if you didnt want the baby",Rape victims need it to be legal.,1,0.30424225330352783
abortion,You seem to forget that rape is also never the fault of the  victim .,Rape victims need it to be legal.,1,0.556174635887146
abortion,"So, those, who were raped through the multiple varieties of means, are expected to birth this child although it was coerced rape.",Rape victims need it to be legal.,1,0.5689224600791931
abortion,"Abortion must be kept legal, especially for all the rape and incest pregnancies   Fair enough.",Rape victims need it to be legal.,1,0.7037766575813293
abortion,"Abortion must be kept legal, especially for all the rape and incest pregnancies",Rape victims need it to be legal.,1,0.7719943523406982
abortion,"What if a minor was impregnated by a violent rape and the rapist does not take responsibility for the child? Is it more immoral to leave a defenceless and helpless minor to care for a baby, a constant psychological reminder of rape, or for her to abort?",Rape victims need it to be legal.,1,0.8083838820457458
abortion,"if, god forbid, you were to get raped, then by all means, have an abortion if that’s what you want.",Rape victims need it to be legal.,1,0.6405646800994873
abortion,It would be really unfair if the mother was raped and she has to bear the emotional pain of having the child.,Rape victims need it to be legal.,1,0.6996226906776428
abortion,If the mother was raped would she be able to take care of the child properly without having a emotional grudge against the child.,Rape victims need it to be legal.,1,0.7852663397789001
abortion,"Buddy, you're definitely right about the rape situation.",Rape victims need it to be legal.,1,0.34504327178001404
abortion,the things I feel that must be allowed is abortion after rape,Rape victims need it to be legal.,1,0.4844931662082672
abortion,What about the victims of rape? Should young girls risk their own lives for something they did not even consent to?,Rape victims need it to be legal.,1,0.6762068271636963
abortion,"A woman is walking to her house, all of a sudden a man grabs her from an alley. He rapes her. Should the woman be forced to have the baby of the man who raped her?",Rape victims need it to be legal.,1,0.510413646697998
abortion,"Or if the woman was a victim of rape or incest, and she got pregnant.",Rape victims need it to be legal.,1,0.6602084040641785
abortion,Especially if any women have gone through rape or any hard situation and it causes pregnancy then its the mothers choice.,Rape victims need it to be legal.,1,0.7471792697906494
abortion,should that poor girl go through her life looking at the child of a rapist?,Rape victims need it to be legal.,1,0.49861377477645874
abortion,what about rape??,Rape victims need it to be legal.,1,0.36067986488342285
abortion,"rape victims,",Rape victims need it to be legal.,1,0.6944173574447632
abortion,I'm against abortion with the exception of rape,Rape victims need it to be legal.,1,0.5039325952529907
abortion,"If its taking nourishment from its mother, it's not quite a human being yet.","A fetus is not a human yet, so it's okay to abort.",1,0.4848474860191345
abortion,"First of all, the fetus is only a potential life and is no comparison to the actual life that is the mother.","A fetus is not a human yet, so it's okay to abort.",1,0.4969252049922943
abortion,isnt that a good thing that they dont feel anything?,"A fetus is not a human yet, so it's okay to abort.",1,0.3596603274345398
abortion,"Its not a child , its a fetus. It has no feelings at all!","A fetus is not a human yet, so it's okay to abort.",1,0.3885786235332489
abortion,abortions are made to early for the fetus to feel anything.,"A fetus is not a human yet, so it's okay to abort.",1,0.49259859323501587
abortion,A fetus is also just cells. It is also not human yet.,"A fetus is not a human yet, so it's okay to abort.",1,0.40233108401298523
abortion,"Technically speaking, a fetus is not a human yet.","A fetus is not a human yet, so it's okay to abort.",1,0.416412889957428
abortion,Even if a zygote or early term fetus was a person (which it isn't)...  And even if that person had all the rights that other people have (which it doesn't).,"A fetus is not a human yet, so it's okay to abort.",1,0.5522898435592651
abortion,Both are unfeeling. Both are unaware of existence. Both are composed of cells. Both have metabolism. Both are offspring of a parent (a fruit is cells around seeds),"A fetus is not a human yet, so it's okay to abort.",1,0.4589332044124603
abortion,"A one month old embryo is only alive in the strict biological sense, the same way a plant is alive.","A fetus is not a human yet, so it's okay to abort.",1,0.5650314688682556
abortion,"Abortion if it's a fetus, murder if it's not. It's cool how there's two different names for that, isn't it? That's so we don't get them confused.","A fetus is not a human yet, so it's okay to abort.",1,0.6536916494369507
abortion,its not a person until the baby comes out,"A fetus is not a human yet, so it's okay to abort.",1,0.3921632170677185
abortion,"No brain = no life. We don't care about what might happen, we care about present reality.","A fetus is not a human yet, so it's okay to abort.",1,0.6104611754417419
abortion,I think that most of us on the pro-choice side would agree that a woman's right to chose ends by the time a fetus reaches the stage where it eats or thinks.,"A fetus is not a human yet, so it's okay to abort.",1,0.5498549938201904
abortion,"They want to outlaw abortion from the very moment of conception, at which time the ""organism"" as you call it does not eat, does not move and does not think.","A fetus is not a human yet, so it's okay to abort.",1,0.6492166519165039
abortion,A fetus cannot reproduce at the moment of conception.,"A fetus is not a human yet, so it's okay to abort.",1,0.6548763513565063
abortion,"If we can only measure humanity by measuring consciousness, then that means, until a fetus has a developed brain with measurable brainwaves, it is only a mass of soulless meat.   It's a mass of meat until it exhibits brain waves for the same reason a severed arm is a mass of meat: just because it's made of human flesh and cells doesn't make it human. It has no consciousness, and therefore it has no soul.","A fetus is not a human yet, so it's okay to abort.",1,0.6843931674957275
abortion,sometimes it is...there is a a type of pregnancy that kills the mother AND the fetus unless its aborted..,"A fetus is not a human yet, so it's okay to abort.",1,0.5998716950416565
abortion,"An unborn child has no reason; it has no choices to create over itself. No study has shown that an unborn child has ever been able to conduct its own decisions rather than its own instinctive actions.  -It has no emotion, no joy, sadness or pity.","A fetus is not a human yet, so it's okay to abort.",1,0.6634507179260254
abortion,"Abortion to me is no different than jizzing in a rag, sure there is potential that those cells could have made a person, but they aren't now and that they never will shouldn't bother anyone in the least.","A fetus is not a human yet, so it's okay to abort.",1,0.6519461274147034
abortion,It's not a person.,"A fetus is not a human yet, so it's okay to abort.",1,0.3607253432273865
abortion,"Given that there is 0 proof that the cluster of cells has any type of self-awareness, a preponderance of proof that the cluster of cells  doesn't  have self-awareness, then it is the case of a person doing something to their own body.","A fetus is not a human yet, so it's okay to abort.",1,0.49086642265319824
abortion,"No, and neither can a fetus if you abort it.","A fetus is not a human yet, so it's okay to abort.",1,0.46940866112709045
abortion,"The term ""human-being"" really only applies to humans that embody all the distinctions which are sufficient for moral agency. It is only then that we are truly identifiable as human-beings. a hand that is detached is not a human being, an eye, an ear, a heart, leg, etc... these are all just part of the whole, and even when assembled we are not yet a person unless we have the conscious element.","A fetus is not a human yet, so it's okay to abort.",1,0.477151483297348
abortion,"Prior to consciousness the fetus is a fetus, not having moral agency because it lacks the sufficient condition of personhood.","A fetus is not a human yet, so it's okay to abort.",1,0.46968331933021545
abortion,there are women who consider that thing growing in them for the first 3 months nothing more than a cluster of cells?,"A fetus is not a human yet, so it's okay to abort.",1,0.43439480662345886
abortion,For instance what if it wasnt a accident to have the child and the mother found out that her soon to be baby was special ed.,"A fetus is not a human yet, so it's okay to abort.",1,0.5671337842941284
abortion,It has no mind. It has no awareness.,"A fetus is not a human yet, so it's okay to abort.",1,0.3619450032711029
abortion,I personally would not think of it as a human untill about 12 weeks,"A fetus is not a human yet, so it's okay to abort.",1,0.3039288818836212
abortion,An unborn fetus is not a human.,"A fetus is not a human yet, so it's okay to abort.",1,0.5500385165214539
abortion,"It has no brains. It isn't a child yet, because it isn't born.","A fetus is not a human yet, so it's okay to abort.",1,0.4500891864299774
abortion,"I ignore it because it has no rights. It isn't human. If you can't understand why a mass of cells smaller than a skin flake without a brain isn't human, then I suggest you stop arguing and read some college-level biology textbooks.","A fetus is not a human yet, so it's okay to abort.",1,0.4817224144935608
abortion,"As it is attached by the placenta and umbilical cord, its health is dependent on her health, and cannot be regarded as a separate entity as it cannot exist outside her womb.","A fetus is not a human yet, so it's okay to abort.",1,0.737533688545227
abortion,"Nearly all abortions take place in the first trimester, when a fetus cannot exist independent of the mother.","A fetus is not a human yet, so it's okay to abort.",1,0.8572851419448853
abortion,early abortions you are removing a small fetus that lacks a brain but has a underdeveloped nervous systems which is why they move when abortion apparatus is inserted.,"A fetus is not a human yet, so it's okay to abort.",1,0.6352878212928772
abortion,"It doesn't matter if it will someday have emotions, presently it doesn't and is therefore judged as being less than human at this point.","A fetus is not a human yet, so it's okay to abort.",1,0.4793207049369812
abortion,"Before it reaches a certain stage in development, it'd still only be a potential and it shouldn't have any rights whatsoever.","A fetus is not a human yet, so it's okay to abort.",1,0.5618461966514587
abortion,"This is the case because even though it may have all the internal systems of a human life, they're in no condition to function until a certain stage is reached in its development. That's why it's a potential life","A fetus is not a human yet, so it's okay to abort.",1,0.5365304350852966
abortion,I personally don't consider the fetus to be living,"A fetus is not a human yet, so it's okay to abort.",1,0.330058753490448
abortion,"It has no more feelings or emotions than this keypad I'm typing on until the 3rd trimester, and then about as much feeling and emotion as a grasshopper.","A fetus is not a human yet, so it's okay to abort.",1,0.36844319105148315
abortion,the second trimester is when a baby feels pain,"A fetus is not a human yet, so it's okay to abort.",1,0.4431858956813812
abortion,the youngest baby to live is 22 weeks that  is  the viable age as our medicine currently stands.,"A fetus is not a human yet, so it's okay to abort.",1,0.6080214977264404
abortion,"Yes it would be inhumane to inflict pain onto a fetus in my opinion, hence I think it's okay before then. Pain has everything to do with it, if death wasn't painful people wouldn't be so scared of it","A fetus is not a human yet, so it's okay to abort.",1,0.6470160484313965
abortion,It doesn't even truly exist yet. It hasn't been born into the world.,"A fetus is not a human yet, so it's okay to abort.",1,0.4215802550315857
abortion,"A foetus has a brain, but it has no identity yet. A foetus is incomplete, like an empty shell.","A fetus is not a human yet, so it's okay to abort.",1,0.5401121377944946
